feature_ID	gene_name	FC_Syn_vs_H_at_ZT0	FC_Syn_vs_H_at_ZT12	synaptic_enriched_3104	in_Cajigas_et_al 	in_Ouwenga_et_al 
ENSMUSG00000000120	Ngfr	NaN	NaN			+
ENSMUSG00000038811	Gngt2	2.680743	4.109551	+		+
ENSMUSG00000057058	Skap1	NaN	NaN			+
ENSMUSG00000020877	Scrn2	NaN	NaN			+
ENSMUSG00000070337	Gpr179	1.572586	1.602019	+		+
ENSMUSG00000043439	E130012A19Rik	NaN	NaN			+
ENSMUSG00000050538	B230217C12Rik	NaN	NaN			
ENSMUSG00000038352	Arl5c	NaN	NaN			
ENSMUSG00000007877	Tcap	NaN	NaN			+
ENSMUSG00000038208	Pgap3	NaN	NaN			+
ENSMUSG00000019312	Grb7	NaN	NaN			+
ENSMUSG00000035849	Krt222	NaN	NaN			+
ENSMUSG00000020912	Krt12	NaN	NaN			+
ENSMUSG00000051617	Krt9	NaN	NaN			+
ENSMUSG00000006931	P3h4	NaN	NaN			
ENSMUSG00000017176	Nt5c3b	NaN	NaN			+
ENSMUSG00000006784	Ttc25	NaN	NaN			
ENSMUSG00000014198	Zfp385c	NaN	NaN			
ENSMUSG00000045471	Hcrt	2.802233	1.566965	+		
ENSMUSG00000004044	Ptrf	NaN	NaN			+
ENSMUSG00000001751	Naglu	NaN	NaN			+
ENSMUSG00000017802	Fam134c	NaN	NaN			+
ENSMUSG00000045007	Tubg2	NaN	NaN			+
ENSMUSG00000035172	Plekhh3	NaN	NaN			+
ENSMUSG00000078656	Vps25	NaN	NaN			+
ENSMUSG00000017188	Coa3	NaN	NaN			+
ENSMUSG00000078651	Aoc2	NaN	NaN			+
ENSMUSG00000019326	Aoc3	0.8976015	1.612889	+		
ENSMUSG00000097239	Gm27029	NaN	NaN			
ENSMUSG00000097487	Ptges3l	NaN	NaN			+
ENSMUSG00000034936	Arl4d	NaN	NaN			+
ENSMUSG00000001493	Meox1	NaN	NaN			
ENSMUSG00000034768	Asb16	NaN	NaN			+
ENSMUSG00000006575	Rundc3a	NaN	NaN			+
ENSMUSG00000034685	Fam171a2	1.551792	1.446742	+		+
ENSMUSG00000034621	Gpatch8	NaN	NaN			+
ENSMUSG00000078640	Gm11627	2.650049	1.865851	+		+
ENSMUSG00000034520	Gjc1	NaN	NaN			+
ENSMUSG00000020930	Ccdc103	NaN	NaN			+
ENSMUSG00000020940	1700023F06Rik	NaN	NaN			+
ENSMUSG00000034255	Arhgap27	NaN	NaN			+
ENSMUSG00000046215	Rprml	NaN	NaN			+
ENSMUSG00000018486	Wnt9b	NaN	NaN			
ENSMUSG00000000125	Wnt3	NaN	NaN			+
ENSMUSG00000018412	Kansl1	NaN	NaN			+
ENSMUSG00000061086	Myl4	NaN	NaN			+
ENSMUSG00000001983	Taco1	1.404494	1.633888	+		+
ENSMUSG00000020713	Gh	NaN	NaN			+
ENSMUSG00000020718	Polg2	NaN	NaN			+
ENSMUSG00000040481	Bptf	1.466049	1.602375	+		+
ENSMUSG00000018433	Nol11	NaN	NaN			+
ENSMUSG00000020599	Rgs9	NaN	NaN			+
ENSMUSG00000020604	Arsg	NaN	NaN			+
ENSMUSG00000020614	Fam20a	1.568699	1.489578	+		+
ENSMUSG00000020620	Abca8b	NaN	NaN			+
ENSMUSG00000041695	Kcnj2	NaN	NaN			+
ENSMUSG00000041629	Fam104a	NaN	NaN			+
ENSMUSG00000041623	D11Wsu47e	NaN	NaN			+
ENSMUSG00000057322	Rpl38	1.755328	1.548657	+		+
ENSMUSG00000034706	Dnaic2	1.725414	1.598145	+		
ENSMUSG00000034652	Cd300a	NaN	NaN			+
ENSMUSG00000044811	AF251705	1.8608	3.816216	+		+
ENSMUSG00000020732	Rab37	NaN	NaN			+
ENSMUSG00000050201	Otop2	NaN	NaN			+
ENSMUSG00000034586	Hid1	NaN	NaN			+
ENSMUSG00000020736	Nt5c	NaN	NaN			+
ENSMUSG00000020747	2310067B10Rik	NaN	NaN			+
ENSMUSG00000020781	Tsen54	NaN	NaN			+
ENSMUSG00000020782	Llgl2	NaN	NaN			
ENSMUSG00000057948	Unc13d	NaN	NaN			
ENSMUSG00000020778	Ten1	NaN	NaN			+
ENSMUSG00000034282	Evpl	NaN	NaN			+
ENSMUSG00000034227	Foxj1	NaN	NaN			+
ENSMUSG00000052949	Rnf157	NaN	NaN			+
ENSMUSG00000050628	Ubald2	NaN	NaN			+
ENSMUSG00000061878	Sphk1	NaN	NaN			
ENSMUSG00000075410	Gm11744	NaN	NaN			+
ENSMUSG00000020812	1810032O08Rik	NaN	NaN			
ENSMUSG00000020814	Mxra7	NaN	NaN			+
ENSMUSG00000020818	Mfsd11	NaN	NaN			+
ENSMUSG00000059248	Sep.09	NaN	NaN			
ENSMUSG00000025571	Tnrc6c	NaN	NaN			+
ENSMUSG00000025572	Tmc6	NaN	NaN			+
ENSMUSG00000093485	Gm20708	NaN	NaN			
ENSMUSG00000017716	Birc5	NaN	NaN			
ENSMUSG00000017713	Tha1	NaN	NaN			+
ENSMUSG00000025578	Cbx8	NaN	NaN			+
ENSMUSG00000005043	Sgsh	1.613401	1.481143	+		+
ENSMUSG00000039850	Endov	NaN	NaN			+
ENSMUSG00000039781	Cep131	NaN	NaN			
ENSMUSG00000025377	Enthd2	NaN	NaN			+
ENSMUSG00000078572	1810043H04Rik	1.81595	1.309694	+		+
ENSMUSG00000039741	Bahcc1	NaN	NaN			+
ENSMUSG00000043644	0610009L18Rik	NaN	NaN			
ENSMUSG00000025384	2310003H01Rik	NaN	NaN			+
ENSMUSG00000039670	Oxld1	NaN	NaN			+
ENSMUSG00000049957	Ccdc137	NaN	NaN			+
ENSMUSG00000057594	Arl16	NaN	NaN			+
ENSMUSG00000061111	Fam195b	NaN	NaN			+
ENSMUSG00000025134	Alyref	NaN	NaN			+
ENSMUSG00000025138	Sirt7	NaN	NaN			+
ENSMUSG00000042988	Notum	NaN	NaN			
ENSMUSG00000025144	Stra13	NaN	NaN			+
ENSMUSG00000025145	Lrrc45	NaN	NaN			+
ENSMUSG00000018012	Rac3	NaN	NaN			+
ENSMUSG00000025150	Cbr2	NaN	NaN			
ENSMUSG00000025155	Dus1l	NaN	NaN			+
ENSMUSG00000048445	Ccdc57	NaN	NaN			+
ENSMUSG00000025161	Slc16a3	NaN	NaN			+
ENSMUSG00000025169	Ogfod3	1.798014	1.795599	+		+
ENSMUSG00000039294	BC017643	NaN	NaN			+
ENSMUSG00000025173	Wdr45b	NaN	NaN			+
ENSMUSG00000033799	Fam208b	NaN	NaN			
ENSMUSG00000044988	Ucn3	2.865718	1.627449	+		
ENSMUSG00000045410	Akr1e1	NaN	NaN			+
ENSMUSG00000033499	Larp4b	NaN	NaN			+
ENSMUSG00000039182	AW209491	NaN	NaN			+
ENSMUSG00000055137	Sugct	4.85345	3.420957	+		
ENSMUSG00000012429	Mplkip	NaN	NaN			+
ENSMUSG00000009734	Pou6f2	NaN	NaN			+
ENSMUSG00000055313	Pgbd1	NaN	NaN			+
ENSMUSG00000022228	Zscan26	NaN	NaN			+
ENSMUSG00000054931	Zkscan4	NaN	NaN			+
ENSMUSG00000063894	Zkscan8	NaN	NaN			+
ENSMUSG00000060639	Hist1h4i	1.878997	1.487791	+		
ENSMUSG00000060981	Hist1h4h	5.839106	2.475206	+		
ENSMUSG00000047246	Hist1h2be	NaN	NaN			+
ENSMUSG00000051627	Hist1h1e	7.576847	4.278915	+		+
ENSMUSG00000036181	Hist1h1c	2.242696	1.919332	+		+
ENSMUSG00000021337	Scgn	NaN	NaN			
ENSMUSG00000036006	Fam65b	NaN	NaN			+
ENSMUSG00000019132	BC005537	NaN	NaN			+
ENSMUSG00000006711	D130043K22Rik	NaN	NaN			+
ENSMUSG00000035910	Dcdc2a	NaN	NaN			+
ENSMUSG00000038402	Foxf2	NaN	NaN			
ENSMUSG00000044734	Serpinb1a	NaN	NaN			+
ENSMUSG00000021414	Fam217a	2.512578	1.711002	+		
ENSMUSG00000050423	Ppp1r3g	2.241102	1.94859	+		+
ENSMUSG00000046573	Lyrm4	NaN	NaN			+
ENSMUSG00000039109	F13a1	NaN	NaN			+
ENSMUSG00000038991	Txndc5	NaN	NaN			+
ENSMUSG00000038982	Bloc1s5	NaN	NaN			+
ENSMUSG00000021363	Mak	NaN	NaN			+
ENSMUSG00000091264	Smim13	NaN	NaN			+
ENSMUSG00000063200	Nol7	NaN	NaN			+
ENSMUSG00000038546	Ranbp9	NaN	NaN			+
ENSMUSG00000021371	Mcur1	2.02638	1.723262	+		+
ENSMUSG00000038518	Jarid2	NaN	NaN			+
ENSMUSG00000069237	C78339	NaN	NaN			+
ENSMUSG00000038014	Fam120a	NaN	NaN			+
ENSMUSG00000037960	1110007C09Rik	NaN	NaN			+
ENSMUSG00000043631	Ecm2	NaN	NaN			+
ENSMUSG00000051107	Gm15440	NaN	NaN			+
ENSMUSG00000056749	Nfil3	NaN	NaN			+
ENSMUSG00000021478	Drd1	NaN	NaN			
ENSMUSG00000043183	Simc1	NaN	NaN			+
ENSMUSG00000025871	4833439L19Rik	NaN	NaN			+
ENSMUSG00000025870	Arl10	1.299479	1.594739	+		+
ENSMUSG00000025875	Tspan17	NaN	NaN			+
ENSMUSG00000025877	Hk3	2.416932	2.927221	+		+
ENSMUSG00000035711	Dok3	NaN	NaN			+
ENSMUSG00000021495	Fam193b	NaN	NaN			+
ENSMUSG00000021504	B4galt7	NaN	NaN			+
ENSMUSG00000021501	Caml	NaN	NaN			+
ENSMUSG00000045767	B230219D22Rik	NaN	NaN			+
ENSMUSG00000035509	Fbxl21	NaN	NaN			+
ENSMUSG00000035493	Tgfbi	NaN	NaN			+
ENSMUSG00000021541	Trpc7	NaN	NaN			+
ENSMUSG00000050002	Idnk	NaN	NaN			+
ENSMUSG00000021550	2210016F16Rik	NaN	NaN			+
ENSMUSG00000021556	Golm1	1.608865	1.981725	+		+
ENSMUSG00000052957	Gas1	1.458468	1.502165	+		+
ENSMUSG00000074867	Zfp808	NaN	NaN			
ENSMUSG00000094942	Gm3604	NaN	NaN			
ENSMUSG00000055228	Zfp935	NaN	NaN			+
ENSMUSG00000074865	Zfp934	NaN	NaN			
ENSMUSG00000072066	6720489N17Rik	2.376523	3.174813	+		
ENSMUSG00000091183	Gm5141	NaN	NaN			+
ENSMUSG00000021458	2010111I01Rik	NaN	NaN			+
ENSMUSG00000021461	Fancc	NaN	NaN			+
ENSMUSG00000021470	Ercc6l2	NaN	NaN			+
ENSMUSG00000021482	Aaed1	NaN	NaN			+
ENSMUSG00000021477	Ctsl	1.946549	1.761709	+		+
ENSMUSG00000033063	Cntnap3	NaN	NaN			+
ENSMUSG00000021514	Zfp369	NaN	NaN			+
ENSMUSG00000074826	Gm10767	NaN	NaN			+
ENSMUSG00000021519	Mterf3	NaN	NaN			
ENSMUSG00000090641	Zfp712	NaN	NaN			+
ENSMUSG00000058883	Zfp708	NaN	NaN			+
ENSMUSG00000100235	Gm28557	NaN	NaN			
ENSMUSG00000057396	Zfp759	NaN	NaN			+
ENSMUSG00000058900	Rsl1	NaN	NaN			+
ENSMUSG00000057842	Zfp595	NaN	NaN			+
ENSMUSG00000098905	Zfp953	NaN	NaN			
ENSMUSG00000078995	Zfp456	NaN	NaN			+
ENSMUSG00000078994	Zfp429	NaN	NaN			+
ENSMUSG00000055560	Zfp459	NaN	NaN			+
ENSMUSG00000069206	Zfp874a	NaN	NaN			+
ENSMUSG00000059839	Zfp874b	NaN	NaN			+
ENSMUSG00000071291	Zfp58	NaN	NaN			+
ENSMUSG00000097565	Gm26965	NaN	NaN			
ENSMUSG00000097333	Zfp87	NaN	NaN			+
ENSMUSG00000058093	Zfp729b	NaN	NaN			
ENSMUSG00000021510	Zfp729a	NaN	NaN			
ENSMUSG00000048280	Zfp738	NaN	NaN			+
ENSMUSG00000071281	Zfp65	NaN	NaN			
ENSMUSG00000058331	Zfp85	NaN	NaN			
ENSMUSG00000090659	Zfp493	NaN	NaN			+
ENSMUSG00000030446	Zfp273	NaN	NaN			+
ENSMUSG00000058246	Gm10037	NaN	NaN			
ENSMUSG00000021534	1700001L19Rik	NaN	NaN			+
ENSMUSG00000034525	Ice1	NaN	NaN			
ENSMUSG00000049538	Adamts16	NaN	NaN			+
ENSMUSG00000060969	Irx1	1.992127	2.012566	+		
ENSMUSG00000001504	Irx2	NaN	NaN			
ENSMUSG00000021609	Slc6a3	2.76326	2.066853	+		
ENSMUSG00000069184	Zfp72	NaN	NaN			+
ENSMUSG00000069208	Zfp825	NaN	NaN			+
ENSMUSG00000021591	Glrx	NaN	NaN			+
ENSMUSG00000021596	Mctp1	1.168719	1.511607	+		+
ENSMUSG00000071252	2210408I21Rik	1.42151	1.663592	+		+
ENSMUSG00000064138	Fam172a	1.707581	1.624632	+		+
ENSMUSG00000069170	Adgrv1	NaN	NaN			
ENSMUSG00000034488	Edil3	1.528514	1.692608	+		+
ENSMUSG00000012422	Tmem167	NaN	NaN			+
ENSMUSG00000034334	Fam151b	NaN	NaN			+
ENSMUSG00000021702	Thbs4	1.59911	1.499773	+		+
ENSMUSG00000021704	Mtx3	NaN	NaN			+
ENSMUSG00000021690	Jmy	1.323708	1.516669	+		+
ENSMUSG00000042857	Gm9776	NaN	NaN			+
ENSMUSG00000021685	Otp	NaN	NaN			
ENSMUSG00000021676	Iqgap2	NaN	NaN			+
ENSMUSG00000021675	F2rl2	1.441622	1.653623	+		+
ENSMUSG00000091387	Gcnt4	NaN	NaN			+
ENSMUSG00000041817	Fam169a	NaN	NaN			+
ENSMUSG00000060739	Nsa2	NaN	NaN			+
ENSMUSG00000021662	Arhgef28	NaN	NaN			+
ENSMUSG00000078302	Foxd1	NaN	NaN			
ENSMUSG00000078941	Ak6	NaN	NaN			
ENSMUSG00000021709	Erbb2ip	2.412217	2.737636	+		+
ENSMUSG00000021711	Trappc13	NaN	NaN			+
ENSMUSG00000042655	Fam159b	2.18852	2.557792	+		
ENSMUSG00000071180	Smim15	NaN	NaN			+
ENSMUSG00000021758	Ddx4	NaN	NaN			
ENSMUSG00000042426	Dhx29	1.503124	1.588434	+		+
ENSMUSG00000042417	Ccno	NaN	NaN			
ENSMUSG00000021763	BC067074	1.62487	1.129694	+		+
ENSMUSG00000021765	Fst	NaN	NaN			+
ENSMUSG00000042258	Isl1	NaN	NaN			+
ENSMUSG00000021732	Fgf10	NaN	NaN			+
ENSMUSG00000062822	4833420G17Rik	NaN	NaN			+
ENSMUSG00000074635	3110070M22Rik	NaN	NaN			
ENSMUSG00000074634	Gm7120	NaN	NaN			
ENSMUSG00000094114	Gm21967	NaN	NaN			+
ENSMUSG00000074715	Ccl28	NaN	NaN			+
ENSMUSG00000095930	Nim1k	1.90562	1.489097	+		
ENSMUSG00000020660	Pomc	2.014633	1.690432	+		+
ENSMUSG00000020652	Cenpo	NaN	NaN			+
ENSMUSG00000079177	Fam228a	NaN	NaN			
ENSMUSG00000050545	Fam228b	NaN	NaN			+
ENSMUSG00000020639	Pfn4	2.416319	1.775943	+		+
ENSMUSG00000037361	Sf3b6	NaN	NaN			
ENSMUSG00000051721	BC068281	NaN	NaN			+
ENSMUSG00000037336	Mfsd2b	NaN	NaN			
ENSMUSG00000052812	Atad2b	NaN	NaN			+
ENSMUSG00000037669	1110057K04Rik	NaN	NaN			+
ENSMUSG00000066637	Ttc32	1.515627	1.337235	+		+
ENSMUSG00000086022	Rad51ap2	NaN	NaN			+
ENSMUSG00000020589	Fam49a	NaN	NaN			+
ENSMUSG00000020576	Nbas	1.64011	1.894897	+		+
ENSMUSG00000020607	Fam84a	NaN	NaN			+
ENSMUSG00000036523	Greb1	NaN	NaN			+
ENSMUSG00000071398	2410004P03Rik	NaN	NaN			+
ENSMUSG00000069755	Zfp125	NaN	NaN			
ENSMUSG00000062563	Cys1	NaN	NaN			
ENSMUSG00000036655	Colec11	NaN	NaN			
ENSMUSG00000020628	Trappc12	NaN	NaN			+
ENSMUSG00000054204	Fam150b	NaN	NaN			
ENSMUSG00000035933	Cog5	NaN	NaN			+
ENSMUSG00000090946	Ccdc71l	NaN	NaN			+
ENSMUSG00000020570	Sypl	NaN	NaN			+
ENSMUSG00000035860	Cdhr3	NaN	NaN			
ENSMUSG00000020562	Efcab10	NaN	NaN			+
ENSMUSG00000004698	Hdac9	NaN	NaN			+
ENSMUSG00000036169	Sostdc1	NaN	NaN			+
ENSMUSG00000035983	Gm7008	NaN	NaN			
ENSMUSG00000035954	Dock4	1.307772	1.748239	+		+
ENSMUSG00000056899	Immp2l	NaN	NaN			+
ENSMUSG00000089922	3110039M20Rik	NaN	NaN			+
ENSMUSG00000020956	Dtd2	NaN	NaN			+
ENSMUSG00000035142	Nubpl	NaN	NaN			+
ENSMUSG00000062198	2700097O09Rik	NaN	NaN			+
ENSMUSG00000079108	Srp54b	NaN	NaN			
ENSMUSG00000021023	1110008L16Rik	NaN	NaN			+
ENSMUSG00000035472	Slc25a21	2.605691	2.788329	+		
ENSMUSG00000079104	Prps1l3	NaN	NaN			+
ENSMUSG00000047022	Mipol1	2.170647	1.540091	+		+
ENSMUSG00000047227	Gm527	NaN	NaN			+
ENSMUSG00000035614	Fam179b	NaN	NaN			+
ENSMUSG00000055884	Fancm	NaN	NaN			+
ENSMUSG00000097061	9330151L19Rik	NaN	NaN			+
ENSMUSG00000020982	Nemf	NaN	NaN			+
ENSMUSG00000049882	Vcpkmt	NaN	NaN			
ENSMUSG00000079076	Gm3086	2.909995	1.696399	+		+
ENSMUSG00000090121	Abhd12b	NaN	NaN			
ENSMUSG00000021069	Pygl	1.99053	1.979011	+		+
ENSMUSG00000034601	2700049A03Rik	NaN	NaN			+
ENSMUSG00000044548	Dact1	NaN	NaN			+
ENSMUSG00000019718	L3hypdh	NaN	NaN			+
ENSMUSG00000034501	Pcnxl4	NaN	NaN			+
ENSMUSG00000021098	4930447C04Rik	NaN	NaN			+
ENSMUSG00000034460	Six4	NaN	NaN			+
ENSMUSG00000029878	Dbpht2	NaN	NaN			+
ENSMUSG00000063450	Syne2	NaN	NaN			+
ENSMUSG00000021124	Vti1b	NaN	NaN			+
ENSMUSG00000021123	Rdh12	NaN	NaN			+
ENSMUSG00000021130	Galnt16	1.687983	1.519212	+		+
ENSMUSG00000062961	Ccdc177	NaN	NaN			+
ENSMUSG00000021133	Susd6	NaN	NaN			
ENSMUSG00000021139	Gm20498	NaN	NaN			
ENSMUSG00000072974	Gm4787	NaN	NaN			+
ENSMUSG00000021221	Dpf3	2.046513	2.051647	+		+
ENSMUSG00000046791	2410016O06Rik	NaN	NaN			+
ENSMUSG00000042540	Acot5	NaN	NaN			+
ENSMUSG00000043487	Acot6	NaN	NaN			+
ENSMUSG00000054383	Pnma1	NaN	NaN			+
ENSMUSG00000042507	Elmsan1	NaN	NaN			+
ENSMUSG00000021234	Fam161b	NaN	NaN			+
ENSMUSG00000057265	Ccdc176	NaN	NaN			+
ENSMUSG00000021241	Isca2	NaN	NaN			+
ENSMUSG00000042350	Arel1	NaN	NaN			+
ENSMUSG00000042320	Prox2	1.324875	1.664351	+		+
ENSMUSG00000004791	Pgf	1.541584	1.17358	+		+
ENSMUSG00000045064	Zc2hc1c	NaN	NaN			+
ENSMUSG00000034258	Mfsd7c	NaN	NaN			
ENSMUSG00000021252	0610007P14Rik	NaN	NaN			+
ENSMUSG00000012609	Ttll5	NaN	NaN			+
ENSMUSG00000021254	Gpatch2l	NaN	NaN			+
ENSMUSG00000021255	Esrrb	NaN	NaN			
ENSMUSG00000034157	Cipc	NaN	NaN			
ENSMUSG00000034111	Tmed8	NaN	NaN			+
ENSMUSG00000090812	Samd15	NaN	NaN			+
ENSMUSG00000072919	Noxred1	NaN	NaN			
ENSMUSG00000021038	Vipas39	NaN	NaN			+
ENSMUSG00000021037	Ahsa1	NaN	NaN			+
ENSMUSG00000079036	Alkbh1	NaN	NaN			+
ENSMUSG00000061533	Cep128	1.777318	1.882637	+		+
ENSMUSG00000021179	Nrde2	NaN	NaN			+
ENSMUSG00000021185	9030617O03Rik	1.678897	1.670653	+		+
ENSMUSG00000098530	Gm28051	NaN	NaN			
ENSMUSG00000041716	Gm20604	NaN	NaN			
ENSMUSG00000046675	Tmem251	NaN	NaN			+
ENSMUSG00000091931	AK010878	NaN	NaN			+
ENSMUSG00000096753	Fam181a	2.115752	1.304052	+		
ENSMUSG00000079017	Ifi27l2a	NaN	NaN			
ENSMUSG00000021209	Ppp4r4	NaN	NaN			+
ENSMUSG00000058260	Serpina9	1.337066	1.507001	+		+
ENSMUSG00000021091	Serpina3n	1.641812	1.579516	+		+
ENSMUSG00000054150	Syne3	NaN	NaN			
ENSMUSG00000094910	D430019H16Rik	1.486622	1.660246	+		+
ENSMUSG00000041341	Atg2b	NaN	NaN			+
ENSMUSG00000044715	Gskip	NaN	NaN			+
ENSMUSG00000048856	Slc25a47	NaN	NaN			+
ENSMUSG00000040877	Wdr25	NaN	NaN			+
ENSMUSG00000040856	Dlk1	1.626492	1.4208	+		
ENSMUSG00000085925	Rtl1	1.365115	1.649646	+		
ENSMUSG00000037957	Wdr20	NaN	NaN			
ENSMUSG00000037904	Ankrd9	NaN	NaN			+
ENSMUSG00000021278	Amn	1.477772	1.504565	+		+
ENSMUSG00000087075	A230065H16Rik	NaN	NaN			+
ENSMUSG00000021280	Exoc3l4	2.270372	1.88238	+		
ENSMUSG00000010529	Gm266	1.585876	1.757257	+		+
ENSMUSG00000021287	Xrcc3	NaN	NaN			+
ENSMUSG00000021290	2010107E04Rik	NaN	NaN			+
ENSMUSG00000037686	Aspg	NaN	NaN			
ENSMUSG00000054013	Tmem179	NaN	NaN			+
ENSMUSG00000037679	Inf2	NaN	NaN			+
ENSMUSG00000011148	Adssl1	NaN	NaN			+
ENSMUSG00000072825	Cep170b	NaN	NaN			+
ENSMUSG00000037594	BC022687	NaN	NaN			+
ENSMUSG00000021143	Pacs2	NaN	NaN			+
ENSMUSG00000037466	4930427A07Rik	NaN	NaN			+
ENSMUSG00000076612	Ighg2c	NaN	NaN			+
ENSMUSG00000076617	Ighm	1.110229	1.502117	+		
ENSMUSG00000021171	Esyt2	NaN	NaN			+
ENSMUSG00000048562	Sp8	NaN	NaN			+
ENSMUSG00000041935	AW549877	NaN	NaN			+
ENSMUSG00000039942	Ptger4	NaN	NaN			+
ENSMUSG00000022144	Gdnf	NaN	NaN			
ENSMUSG00000039801	2410089E03Rik	NaN	NaN			+
ENSMUSG00000022253	Nadk2	2.872155	2.750292	+		+
ENSMUSG00000039676	Capsl	NaN	NaN			
ENSMUSG00000022206	Npr3	NaN	NaN			+
ENSMUSG00000022195	6030458C11Rik	NaN	NaN			+
ENSMUSG00000022270	Fam134b	NaN	NaN			+
ENSMUSG00000022269	Mar.11	NaN	NaN			
ENSMUSG00000022265	Ank	1.669421	1.59067	+		+
ENSMUSG00000046034	Otulin	NaN	NaN			
ENSMUSG00000056069	Fam105a	NaN	NaN			+
ENSMUSG00000039100	Mar.06	NaN	NaN	+		
ENSMUSG00000039065	Fam173b	NaN	NaN			+
ENSMUSG00000039007	Cpq	2.720838	2.365551	+		+
ENSMUSG00000045996	Polr2k	NaN	NaN			
ENSMUSG00000022337	Emc2	NaN	NaN			+
ENSMUSG00000022311	Csmd3	NaN	NaN			+
ENSMUSG00000022419	Deptor	NaN	NaN			+
ENSMUSG00000022371	Col14a1	NaN	NaN			+
ENSMUSG00000022369	Mtbp	NaN	NaN			
ENSMUSG00000022364	Tbc1d31	NaN	NaN			+
ENSMUSG00000101892	9130401M01Rik	NaN	NaN			+
ENSMUSG00000022362	Gm29394	NaN	NaN			
ENSMUSG00000037119	D15Ertd621e	NaN	NaN			+
ENSMUSG00000062373	Tmem65	NaN	NaN			+
ENSMUSG00000050891	Tatdn1	NaN	NaN			+
ENSMUSG00000022350	E430025E21Rik	NaN	NaN			+
ENSMUSG00000072568	Fam84b	NaN	NaN			+
ENSMUSG00000022378	Fam49b	NaN	NaN			+
ENSMUSG00000005124	Wisp1	NaN	NaN			+
ENSMUSG00000036800	Fam135b	NaN	NaN			+
ENSMUSG00000036698	Ago2	NaN	NaN			+
ENSMUSG00000072487	Mroh5	NaN	NaN			
ENSMUSG00000034730	Adgrb1	NaN	NaN			
ENSMUSG00000056665	Them6	NaN	NaN			+
ENSMUSG00000075602	Ly6a	NaN	NaN			+
ENSMUSG00000079018	Ly6c1	NaN	NaN			+
ENSMUSG00000047003	Zfp41	NaN	NaN			+
ENSMUSG00000022574	Naprt	1.417551	1.701103	+		
ENSMUSG00000103906	Tigd5	NaN	NaN			
ENSMUSG00000050846	Zfp623	NaN	NaN			+
ENSMUSG00000034429	Zfp707	NaN	NaN			+
ENSMUSG00000098176	Ccdc166	NaN	NaN			+
ENSMUSG00000046761	Fam83h	NaN	NaN			+
ENSMUSG00000102018	K230010J24Rik	NaN	NaN			
ENSMUSG00000044361	BC024139	NaN	NaN			
ENSMUSG00000063268	Parp10	NaN	NaN			+
ENSMUSG00000022554	Hgh1	NaN	NaN			
ENSMUSG00000022558	Mroh1	NaN	NaN			+
ENSMUSG00000034161	Scx	NaN	NaN			
ENSMUSG00000022560	Slc52a2	NaN	NaN			+
ENSMUSG00000063354	Slc39a4	NaN	NaN			
ENSMUSG00000059323	Tonsl	NaN	NaN			+
ENSMUSG00000004187	Kifc2	NaN	NaN			+
ENSMUSG00000033669	Zfp7	NaN	NaN			+
ENSMUSG00000063236	1110038F14Rik	NaN	NaN			+
ENSMUSG00000033565	Rbfox2	NaN	NaN			+
ENSMUSG00000056656	Apol8	NaN	NaN			+
ENSMUSG00000071714	Csf2rb2	NaN	NaN			+
ENSMUSG00000043460	Elfn2	NaN	NaN			+
ENSMUSG00000033047	Eif3l	NaN	NaN			+
ENSMUSG00000033039	Micall1	1.339913	1.589223	+		+
ENSMUSG00000033029	1700088E04Rik	NaN	NaN			
ENSMUSG00000018126	Baiap2l2	NaN	NaN			
ENSMUSG00000042622	Maff	0.4949962	1.573159	+		
ENSMUSG00000042564	Fam227a	NaN	NaN			+
ENSMUSG00000089837	Npcd	NaN	NaN			
ENSMUSG00000009585	Apobec3	NaN	NaN			+
ENSMUSG00000022412	Mief1	NaN	NaN			+
ENSMUSG00000051518	Rps19bp1	NaN	NaN			+
ENSMUSG00000063765	Chadl	NaN	NaN			+
ENSMUSG00000022472	Desi1	1.582096	1.598436	+		+
ENSMUSG00000068114	Ccdc134	NaN	NaN			+
ENSMUSG00000096883	Shisa8	NaN	NaN			
ENSMUSG00000068099	1500009C09Rik	2.018542	1.717559	+		+
ENSMUSG00000022456	Sep.03	NaN	NaN			
ENSMUSG00000022452	Smdt1	NaN	NaN			+
ENSMUSG00000061740	Cyp2d22	2.498738	2.294672	+		+
ENSMUSG00000058586	Serhl	1.935614	1.454588	+		
ENSMUSG00000047878	A4galt	NaN	NaN			
ENSMUSG00000048755	Mcat	NaN	NaN			+
ENSMUSG00000041736	Tspo	1.647621	1.783894	+		+
ENSMUSG00000062760	1810041L15Rik	1.491954	1.772385	+		+
ENSMUSG00000016624	Phf21b	NaN	NaN			+
ENSMUSG00000100967	Gm29666	NaN	NaN			
ENSMUSG00000016619	Nup50	NaN	NaN			+
ENSMUSG00000036046	5031439G07Rik	NaN	NaN			+
ENSMUSG00000022434	Fam118a	NaN	NaN			+
ENSMUSG00000064284	Cdpf1	NaN	NaN			+
ENSMUSG00000052496	Pkdrej	NaN	NaN			+
ENSMUSG00000051864	Tbc1d22a	NaN	NaN			+
ENSMUSG00000054863	Fam19a5	NaN	NaN			+
ENSMUSG00000015377	Dennd6b	NaN	NaN			+
ENSMUSG00000091780	Sco2	1.654638	1.53476	+		
ENSMUSG00000078937	Cpt1b	NaN	NaN			
ENSMUSG00000022622	Acr	NaN	NaN			+
